frequency_ghz,real,imag,magnitude,phase_deg,phase_unwrapped_deg
20.328,-0.06953632135906618,0.3021634657658957,0.3100613810712468,102.95973822873363,-617.0402617712664
20.345999999999997,-0.04465333372354976,0.2804583907127433,0.28399089621642537,99.04644714151456,-620.9535528584854
20.363999999999997,-0.023274826894530216,0.24668007177452408,0.2477756553369493,95.3900305040111,-624.6099694959889
20.381999999999998,-0.013327860609694559,0.1960827914129028,0.19653522065194165,93.88844638634214,-626.1115536136579
20.4,-0.03460538708554136,0.12669145748370214,0.13133262433487294,105.27749814187355,-614.7225018581265
20.418,-0.1290700240619544,0.06394203671647047,0.14404046365797335,153.6459188267266,-566.3540811732735
20.436,-0.29893761353733567,0.13909529338764684,0.3297138114031516,155.04750069424284,-564.9524993057571
20.454,-0.25240305626854703,0.38470084721666636,0.460110904742459,123.26896677400833,-596.7310332259916
20.472,-0.020644274143686,0.38371290659160573,0.38426785025538895,93.07962143009425,-626.9203785699058
20.49,0.04743132725929875,0.2224913829070413,0.2274909806420166,77.96567674116373,-642.0343232588364
20.508,-0.02223398476175356,0.11322967550595602,0.1153919819292917,101.10935780596031,-618.8906421940396
